ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
Q9NZM3,ITSN2,Intersectin-2,27.0317,25.8716,26.2211,24.5886,26.8075,26.2143
Q9NZM4,BICRA,BRD4-interacting chromatin-remodeling complex-associated protein,25.2014,24.5315,25.9123,25.2206,24.5152,25.9683
Q9NZM5,NOP53,Ribosome biogenesis protein NOP53,31.7244,31.5376,31.6647,32.3577,32.4012,32.455
Q9NZN5,ARHGEF12,Rho guanine nucleotide exchange factor 12,26.1623,29.5806,24.553,28.4707,25.7957,25.8444
Q9NZN8,CNOT2,CCR4-NOT transcription complex subunit 2,28.2953,28.4844,26.549,26.5434,25.9084,26.3496
Q9NZQ3,NCKIPSD,NCK-interacting protein with SH3 domain,24.7909,24.58,24.9662,24.1904,25.8033,23.5472
Q9NZT2,OGFR,Opioid growth factor receptor,32.0172,32.1694,32.2549,28.8227,29.2168,28.445
Q9NZV1,CRIM1,Cysteine-rich motor neuron 1 protein,25.3673,25.6945,25.1397,25.4408,26.5894,26.7436
Q9NZW5,MPP6,MAGUK p55 subfamily member 6,25.0142,24.9719,24.1556,24.6218,26.2795,25.7049
Q9NZZ3,CHMP5,Charged multivesicular body protein 5,31.7454,32.0804,32.1667,28.3438,29.155,29.5849
Q9P000,COMMD9,COMM domain-containing protein 9,27.6478,27.8921,28.0043,23.464,24.4475,25.0947
Q9P013,CWC15,Spliceosome-associated protein CWC15 homolog,32.2963,32.3778,32.3826,32.4569,32.5929,32.79
Q9P015,MRPL15,"39S ribosomal protein L15, mitochondrial",33.1675,33.0476,32.8813,33.6156,33.5675,33.5127
Q9P016,THYN1,Thymocyte nuclear protein 1,31.9249,31.7983,31.8568,31.4935,31.6135,31.7008
Q9P021,CRIPT,Cysteine-rich PDZ-binding protein,30.3407,30.5249,30.2999,28.0389,27.866,28.7961
Q9P031,CCDC59,Thyroid transcription factor 1-associated protein 26,30.6052,30.3795,30.1292,31.2585,31.1089,31.605
Q9P032,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,31.5695,31.5333,31.7329,32.0476,31.9705,32.0047
Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,27.8207,27.6738,27.8162,29.7204,29.3016,29.5864
Q9P086,MED11,Mediator of RNA polymerase II transcription subunit 11,24.4002,25.3391,25.2566,25.4828,26.1578,25.5828
Q9P0B6,CCDC167,Coiled-coil domain-containing protein 167,28.7628,27.8822,27.7541,30.092,29.3426,29.6933
Q9P0I2,EMC3,ER membrane protein complex subunit 3,27.9597,27.0053,28.0787,28.1909,29.9819,29.841
Q9P0J0,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,32.3566,32.2309,32.6178,32.7899,32.4844,32.79
Q9P0J6,MRPL36,"39S ribosomal protein L36, mitochondrial",24.794,24.3741,24.6759,23.2043,25.2349,26.6435
Q9P0J7,KCMF1,E3 ubiquitin-protein ligase KCMF1,29.8051,29.9421,29.8025,26.9355,26.9401,27.1349
Q9P0K7,RAI14,Ankycorbin,25.6115,26.2949,26.2099,26.183,24.8574,25.9017
Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,34.5119,34.4677,34.4859,34.3485,34.7097,34.648
Q9P0M6,H2AFY2,Core histone macro-H2A.2,31.6976,31.8778,31.6303,31.0743,31.1849,31.2847
Q9P0M9,MRPL27,"39S ribosomal protein L27, mitochondrial",31.6387,31.5642,31.5259,32.1464,32.3214,32.3981
Q9P0P0,RNF181,E3 ubiquitin-protein ligase RNF181,28.8981,27.3241,29.1336,25.1859,24.6069,25.5954
Q9P0S2,COX16,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",23.9977,24.8665,25.099,24.8874,24.4273,24.7117
Q9P0S9,TMEM14C,Transmembrane protein 14C,25.2217,23.8936,24.2652,25.3583,25.5137,24.9408
Q9P0T4,ZNF581,Zinc finger protein 581,25.7222,24.6301,24.3261,26.6257,25.8513,28.5997
Q9P0T7,TMEM9,Transmembrane protein 9,28.9659,29.6779,26.8321,29.4715,30.4735,30.1459
Q9P0U1,TOMM7,Mitochondrial import receptor subunit TOM7 homolog,27.6973,26.1928,26.9738,27.5759,26.8738,27.3732
Q9P0U3,SENP1,Sentrin-specific protease 1,25.6454,26.2747,24.3209,26.0336,25.1756,25.6774
Q9P0U4,CXXC1,CXXC-type zinc finger protein 1,25.8255,27.8917,30.0039,28.0173,29.3623,29.9937
Q9P0V9,10-Sep,Septin-10,25.7399,25.1841,26.4678,24.1368,24.6597,25.0079
Q9P0W2,HMG20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,26.5614,27.2003,24.469,25.0723,24.7016,26.205
Q9P0Z9,PIPOX,Peroxisomal sarcosine oxidase,29.3945,29.9428,28.6651,29.4865,29.9444,29.3921
Q9P1U0,ZNRD1,DNA-directed RNA polymerase I subunit RPA12,28.2274,28.0605,28.4771,28.3274,28.0004,28.6277
Q9P1Y5,CAMSAP3,Calmodulin-regulated spectrin-associated protein 3,31.3673,31.2651,31.307,29.4582,29.0814,29.3052
Q9P1Y6,PHRF1,PHD and RING finger domain-containing protein 1,31.22,31.1224,30.9163,29.3371,29.875,30.0261
Q9P206,KIAA1522,Uncharacterized protein KIAA1522,28.422,29.6369,28.5132,28.5398,28.8797,27.9689
Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog,23.9886,26.7907,23.8015,25.6627,26.5546,26.2698
Q9P258,RCC2,Protein RCC2,31.9955,32.1278,32.058,29.6698,30.0675,29.8396
Q9P265,DIP2B,Disco-interacting protein 2 homolog B,29.7953,30.3268,29.2676,27.8599,28.1058,28.2378
Q9P270,SLAIN2,SLAIN motif-containing protein 2,29.2541,28.7338,28.9962,24.6844,27.3215,27.4736
Q9P275,USP36,Ubiquitin carboxyl-terminal hydrolase 36,31.0279,30.9267,30.699,31.3155,31.2267,31.6927
Q9P287,BCCIP,BRCA2 and CDKN1A-interacting protein,26.5066,27.4766,27.1437,26.0213,28.3344,24.3401
Q9P289,STK26,Serine/threonine-protein kinase 26,29.9301,25.632,27.2662,25.7449,24.3737,24.4302
Q9P2D1,CHD7,Chromodomain-helicase-DNA-binding protein 7,27.3742,28.0161,29.195,29.6554,29.362,29.5474
Q9P2E9,RRBP1,Ribosome-binding protein 1,38.8021,38.7454,38.7071,38.0547,38.1407,38.3362
Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,29.9776,30.5178,28.9573,30.2283,30.7141,30.3758
Q9P2J5,LARS,"Leucine--tRNA ligase, cytoplasmic",33.0251,31.5236,32.805,30.9618,31.775,32.8808
Q9P2J9,PDP2,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial",24.3762,22.3874,25.1265,26.0971,24.5724,24.2465
Q9P2K3,RCOR3,REST corepressor 3,27.6937,28.1121,28.2069,26.4813,26.4235,27.0627
Q9P2K5,MYEF2,Myelin expression factor 2,30.2785,29.277,29.5421,30.1655,30.2842,30.335
Q9P2N5,RBM27,RNA-binding protein 27,31.0431,31.1716,31.0998,31.6167,31.6666,31.8681
Q9P2N6,KANSL3,KAT8 regulatory NSL complex subunit 3,24.4788,25.0799,26.1654,26.3844,24.2892,25.7123
Q9P2R3,ANKFY1,Rabankyrin-5,28.4187,27.4523,28.4788,28.7361,29.2654,27.9656
Q9P2R6,RERE,Arginine-glutamic acid dipeptide repeats protein,27.2009,28.1419,28.3605,24.5749,24.5891,24.939
Q9P2R7,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",32.0873,31.9293,32.0521,32.2597,32.7133,32.5321
Q9P2T1,GMPR2,GMP reductase 2,29.2636,29.2884,29.2659,26.1108,28.5259,27.9999
Q9P2W9,STX18,Syntaxin-18,27.5981,27.1961,27.0547,28.8935,29.1977,29.0027
Q9P2X0,DPM3,Dolichol-phosphate mannosyltransferase subunit 3,26.1682,26.717,26.6947,27.6421,27.2848,27.5537
Q9P2Y4,ZNF219,Zinc finger protein 219,26.4034,26.629,29.3217,29.1035,29.7083,30.251
Q9UBB4,ATXN10,Ataxin-10,31.1587,31.0834,31.231,30.3974,31.3149,31.3034
Q9UBB5,MBD2,Methyl-CpG-binding domain protein 2,27.6972,28.5558,27.837,28.8877,28.9651,29.0499
Q9UBB9,TFIP11,Tuftelin-interacting protein 11,29.0108,28.3076,29.0807,29.0233,28.9338,29.2237
Q9UBC0,ONECUT1,Hepatocyte nuclear factor 6,24.4843,24.868,25.1059,24.3361,27.5642,26.91
Q9UBC1,NFKBIL1,NF-kappa-B inhibitor-like protein 1,26.4461,26.9054,27.0646,26.4216,27.6942,24.4703
Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,30.4312,30.4725,30.3917,29.0153,28.4828,29.5816
Q9UBC3,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,24.8908,25.0394,24.8418,26.4331,26.6912,26.4399
Q9UBD5,ORC3,Origin recognition complex subunit 3,23.8054,27.3383,27.1803,26.4843,23.8215,24.3116
Q9UBE0,SAE1,SUMO-activating enzyme subunit 1,31.5272,31.7502,31.3407,27.1806,28.4297,29.1316
Q9UBF6,RNF7,RING-box protein 2,28.8741,28.765,28.8042,24.8109,25.7972,25.3907
Q9UBL3,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,26.2923,28.2264,26.6857,28.5691,28.0873,27.2649
Q9UBM7,DHCR7,7-dehydrocholesterol reductase,32.4464,32.0769,31.8076,32.795,33.2216,33.2651
Q9UBP0,SPAST,Spastin,26.7414,26.7544,24.9275,24.3818,23.9313,23.9734
Q9UBP6,METTL1,tRNA (guanine-N(7)-)-methyltransferase,30.0123,30.0335,30.2422,26.3044,27.0292,27.2057
Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,26.9434,26.7664,23.5523,24.4192,26.186,24.2578
Q9UBQ5,EIF3K,Eukaryotic translation initiation factor 3 subunit K,31.0856,31.0222,31.5291,30.0491,30.4907,30.4207
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,32.3738,32.4921,32.3326,31.5226,31.4837,31.671
Q9UBS0,RPS6KB2,Ribosomal protein S6 kinase beta-2,26.9464,27.3581,26.2989,31.3578,24.8183,24.9821
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,33.0483,32.9593,32.8115,32.9816,33.1878,33.3812
Q9UBT2,UBA2,SUMO-activating enzyme subunit 2,31.4855,31.4514,31.3312,27.6399,28.2816,25.6022
Q9UBT7,CTNNAL1,Alpha-catulin,25.9637,22.6879,24.1905,25.6204,26.1458,25.2962
Q9UBU6,FAM8A1,Protein FAM8A1,30.5562,30.1553,30.3031,30.523,30.5266,30.7459
Q9UBU8,MORF4L1,Mortality factor 4-like protein 1,29.626,30.0846,30.2646,29.3282,30.6926,30.3413
Q9UBU9,NXF1,Nuclear RNA export factor 1,30.6998,30.6975,30.4606,30.912,30.9444,30.7316
Q9UBV2,SEL1L,Protein sel-1 homolog 1,30.634,30.2549,30.0577,30.6293,30.8718,30.7681
Q9UBV7,B4GALT7,"Beta-1,4-galactosyltransferase 7",24.039,25.7736,24.3928,25.7827,23.1941,26.6334
Q9UBV8,PEF1,Peflin,26.3265,26.6704,27.2216,25.5636,24.4041,24.859
Q9UBW7,ZMYM2,Zinc finger MYM-type protein 2,30.364,26.1397,27.4042,28.0415,27.892,28.032
Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier,32.7265,32.5629,32.6493,32.9531,33.3147,33.2112
Q9UDR5,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",29.9439,29.3809,30.2071,28.1061,28.7956,28.1753
Q9UDT6,CLIP2,CAP-Gly domain-containing linker protein 2,26.9658,26.4655,27.234,24.5676,25.0749,25.689
Q9UDW1,UQCR10,Cytochrome b-c1 complex subunit 9,26.3118,24.3876,26.2383,26.7945,26.7301,26.2042
Q9UDX5,MTFP1,Mitochondrial fission process protein 1,29.2898,28.4429,28.6554,28.8069,29.4699,29.9156
Q9UDY2,TJP2,Tight junction protein ZO-2,33.9552,33.9348,34.0175,33.3438,33.8088,33.832
Q9UDY4,DNAJB4,DnaJ homolog subfamily B member 4,28.2556,28.384,28.1739,24.7894,26.2407,26.2473
Q9UDY8,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,28.1239,28.4183,28.2279,23.2093,25.06,24.8616
Q9UEE9,CFDP1,Craniofacial development protein 1,30.9251,30.802,30.5517,27.6638,27.3946,27.3117
Q9UEG4,ZNF629,Zinc finger protein 629,25.4752,24.7813,24.7272,27.6958,26.3102,25.7955
Q9UER7,DAXX,Death domain-associated protein 6,28.3323,28.5094,28.2457,29.223,29.3978,29.2275
Q9UEU0,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,28.0952,27.9581,27.6153,28.3612,29.1976,29.1387
Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,27.6374,28.0472,28.1753,23.9738,23.9742,25.844
Q9UEY8,ADD3,Gamma-adducin,31.8215,31.7199,31.4849,31.6394,31.9365,31.7496
Q9UF11,PLEKHB1,Pleckstrin homology domain-containing family B member 1,26.365,26.3451,26.805,27.772,26.213,27.3774
Q9UF12,PRODH2,Hydroxyproline dehydrogenase,26.2452,26.574,27.0516,27.5609,28.0219,27.8535
Q9UFC0,LRWD1,Leucine-rich repeat and WD repeat-containing protein 1,28.644,28.7083,28.6307,29.0561,28.4574,28.3513
Q9UFG5,C19orf25,UPF0449 protein C19orf25,28.9566,28.634,28.8166,30.4199,30.0709,30.0761
Q9UFW8,CGGBP1,CGG triplet repeat-binding protein 1,29.1935,29.2605,29.8603,26.2578,28.5593,29.0258
Q9UG56,PISD,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",27.7239,26.6573,26.0359,27.3496,28.1953,29.1763
Q9UG63,ABCF2,ATP-binding cassette sub-family F member 2,28.511,28.2781,28.1389,28.16,27.9991,27.8002
Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",27.5155,26.9794,25.1351,27.9517,27.9678,27.6777
Q9UGH3,SLC23A2,Solute carrier family 23 member 2,24.6195,24.4591,24.831,26.0435,26.9016,27.1663
Q9UGI8,TES,Testin,30.513,30.6967,30.6711,25.111,26.4406,25.4934
Q9UGK3,STAP2,Signal-transducing adaptor protein 2,28.2449,28.4826,28.4678,26.1539,25.4837,24.592
Q9UGM6,WARS2,"Tryptophan--tRNA ligase, mitochondrial",28.6254,28.4302,28.752,29.1297,29.6822,29.2367
Q9UGP4,LIMD1,LIM domain-containing protein 1,26.4715,27.0548,27.6353,26.4133,24.1268,24.8831
Q9UGP8,SEC63,Translocation protein SEC63 homolog,29.6781,28.6055,28.6872,29.9952,30.8096,29.6208
Q9UGQ3,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",23.6665,24.3864,24.6735,25.0589,26.9932,27.3441
Q9UGR2,ZC3H7B,Zinc finger CCCH domain-containing protein 7B,27.7611,26.3064,27.1014,26.7821,27.0621,26.704
Q9UGU0,TCF20,Transcription factor 20,31.3858,31.1047,30.9714,31.2689,31.4216,31.634
Q9UGU5,HMGXB4,HMG domain-containing protein 4,27.1098,27.1846,27.0271,27.9367,27.734,27.7058
Q9UGV2,NDRG3,Protein NDRG3,31.5336,31.6368,31.719,30.6968,30.9261,30.9294
Q9UGY1,NOL12,Nucleolar protein 12,28.7095,28.5708,28.595,28.7598,29.3087,29.4879
Q9UH62,ARMCX3,Armadillo repeat-containing X-linked protein 3,27.3124,26.7528,25.075,27.4369,28.4142,28.2961
Q9UH99,SUN2,SUN domain-containing protein 2,31.3374,31.4002,31.1427,30.058,31.2189,30.9917
Q9UHA3,RSL24D1,Probable ribosome biogenesis protein RLP24,30.1922,28.8342,29.725,29.8523,29.9467,30.5893
Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,28.8658,28.6393,28.6961,29.5518,29.7234,29.5518
Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,32.0113,31.7517,31.7822,32.4841,32.4298,32.8066
Q9UHB7,AFF4,AF4/FMR2 family member 4,28.236,27.5982,27.0199,28.4557,29.2357,29.1315
Q9UHB9,SRP68,Signal recognition particle subunit SRP68,31.5401,31.6241,31.316,31.4764,31.8301,31.5744
Q9UHC9,NPC1L1,NPC1-like intracellular cholesterol transporter 1,28.1221,28.8766,28.4123,23.9088,25.7162,27.0534
Q9UHD1,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,30.32,30.3149,30.3562,24.311,28.3126,26.2894
Q9UHD8,9-Sep,Septin-9,34.9835,34.9992,34.9827,33.2638,33.5799,33.7302
Q9UHD9,UBQLN2,Ubiquilin-2,30.0105,30.3179,30.415,29.132,29.206,29.0818
Q9UHG0,DCDC2,Doublecortin domain-containing protein 2,26.564,26.6306,26.738,23.8279,23.6538,24.1795
Q9UHG3,PCYOX1,Prenylcysteine oxidase 1,24.489,23.5327,28.1253,29.3335,28.5438,26.3513
Q9UHI6,DDX20,Probable ATP-dependent RNA helicase DDX20,28.5498,28.1935,28.8885,27.4802,28.2209,27.6336
Q9UHJ6,SHPK,Sedoheptulokinase,31.0417,30.6338,30.682,27.5918,29.3402,26.8738
Q9UHK0,NUFIP1,Nuclear fragile X mental retardation-interacting protein 1,26.9311,26.9043,27.6807,28.3161,27.4181,27.7929
Q9UHK6,AMACR,Alpha-methylacyl-CoA racemase,25.6264,26.4457,26.4796,27.5405,28.0597,27.6535
Q9UHN6,TMEM2,Cell surface hyaluronidase,30.4084,30.2041,30.127,30.9696,31.1887,31.1707
Q9UHQ4,BCAP29,B-cell receptor-associated protein 29,25.6784,25.0491,25.9678,27.2325,27.533,28.1822
Q9UHQ9,CYB5R1,NADH-cytochrome b5 reductase 1,24.4702,25.0419,24.3393,28.9032,27.5456,25.9615
Q9UHR5,SAP30BP,SAP30-binding protein,30.0767,29.8806,29.9564,29.9387,30.0137,30.2221
Q9UHV9,PFDN2,Prefoldin subunit 2,32.6068,32.7011,32.9431,30.529,30.1631,30.3519
Q9UHX1,PUF60,Poly(U)-binding-splicing factor PUF60,32.9258,32.7213,33.0299,33.2085,33.4361,33.3053
Q9UHY7,ENOPH1,Enolase-phosphatase E1,26.398,27.2184,27.5157,23.1527,24.7227,24.4692
Q9UI09,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,32.4818,32.2417,32.2472,32.5351,32.6688,32.8544
Q9UI10,EIF2B4,Translation initiation factor eIF-2B subunit delta,30.9822,30.7615,31.1456,28.5095,27.6316,28.0581
Q9UI12,ATP6V1H,V-type proton ATPase subunit H,26.0255,24.6283,27.6707,29.0926,27.955,28.285
Q9UI14,RABAC1,Prenylated Rab acceptor protein 1,30.9734,30.7898,31.4938,31.4957,31.4349,31.5497
Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,30.8395,30.6238,30.4361,28.3363,29.8274,30.2442
Q9UIA9,XPO7,Exportin-7,27.3063,26.9461,27.1451,25.3977,25.4299,24.5566
Q9UIC8,LCMT1,Leucine carboxyl methyltransferase 1,28.8227,26.1132,27.6447,25.0477,27.538,23.4258
Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,27.7118,27.6427,27.9268,27.5779,29.192,28.3213
Q9UIG0,BAZ1B,Tyrosine-protein kinase BAZ1B,32.5263,32.6667,32.2466,32.5087,32.5148,32.7078
Q9UII2,ATP5IF1,"ATPase inhibitor, mitochondrial",33.3833,33.1753,33.4605,32.2581,33.1283,33.1456
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",34.6989,34.442,34.5732,34.1444,34.5064,34.5105
Q9UIS9,MBD1,Methyl-CpG-binding domain protein 1,23.7412,23.5608,26.5773,26.6014,27.3972,27.3187
Q9UIW2,PLXNA1,Plexin-A1,25.2858,27.7438,27.9127,25.0563,25.1307,24.5704
Q9UJ14,GGT7,Glutathione hydrolase 7,24.8796,25.6713,24.691,26.7722,26.5059,26.374
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase,25.9544,25.8598,26.4613,26.1816,25.9608,24.9723
Q9UJ83,HACL1,2-hydroxyacyl-CoA lyase 1,27.9098,27.261,27.9027,28.483,28.185,28.5842
Q9UJA2,CRLS1,Cardiolipin synthase (CMP-forming),24.6766,25.722,24.1623,26.776,26.7399,26.726
Q9UJA5,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,27.5039,27.2309,28.1186,27.0021,28.6325,27.7789
Q9UJC3,HOOK1,Protein Hook homolog 1,24.6058,26.2061,25.8656,24.7789,24.5388,23.9863
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,28.8328,29.1553,29.4789,25.2024,24.7628,25.7295
Q9UJS0,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2,32.1853,32.1729,32.2197,32.8709,32.9472,32.6127
Q9UJU6,DBNL,Drebrin-like protein,31.8044,32.3996,32.6546,29.4105,30.3728,30.6473
Q9UJV9,DDX41,Probable ATP-dependent RNA helicase DDX41,28.7203,29.7944,29.0569,28.975,28.9851,29.0949
Q9UJW0,DCTN4,Dynactin subunit 4,27.4399,27.2941,26.6231,25.4455,22.8809,24.7475
Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,26.6281,27.418,27.7185,28.5831,29.4847,29.4411
Q9UJY4,GGA2,ADP-ribosylation factor-binding protein GGA2,29.3556,28.9074,28.96,26.8638,27.6969,26.6781
Q9UJY5,GGA1,ADP-ribosylation factor-binding protein GGA1,25.6143,27.8442,27.9089,24.816,25.6433,26.8907
Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial",34.5805,34.4683,34.3368,34.8719,34.8222,34.7858
Q9UK22,FBXO2,F-box only protein 2,27.2092,28.4822,26.2952,24.9818,26.3628,23.2637
Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,32.0638,32.0117,31.8511,32.4534,32.3493,32.6763
Q9UK41,VPS28,Vacuolar protein sorting-associated protein 28 homolog,28.6036,29.1556,28.5988,24.625,27.6891,27.2923
Q9UK45,LSM7,U6 snRNA-associated Sm-like protein LSm7,31.8074,31.8133,31.818,30.6598,31.0868,30.6752
Q9UK58,CCNL1,Cyclin-L1,26.8169,26.9141,26.3843,30.6756,26.7888,26.6804
Q9UK59,DBR1,Lariat debranching enzyme,24.7932,24.475,24.9626,24.1416,24.0101,23.504
Q9UK61,FAM208A,Protein TASOR,24.4643,26.4275,24.7375,26.0677,25.9068,26.7037
Q9UK76,JPT1,Jupiter microtubule associated homolog 1,33.5637,33.4723,33.5771,31.2444,31.3021,31.0104
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog,30.29,30.5192,30.6161,29.7656,30.016,29.9262
Q9UKF6,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,25.7148,27.013,28.6057,27.8104,27.9517,27.3493
Q9UKG1,APPL1,DCC-interacting protein 13-alpha,27.668,27.3163,27.7544,25.4699,24.02,25.4202
Q9UKJ3,GPATCH8,G patch domain-containing protein 8,28.7698,29.0085,28.7436,28.3489,28.8408,28.868
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,30.967,30.9013,30.94,24.7515,27.8865,26.0603
Q9UKL0,RCOR1,REST corepressor 1,30.2518,30.1854,30.0184,30.0428,30.0397,30.0008
Q9UKM7,MAN1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",24.8439,24.3087,23.7064,24.3391,24.7138,24.4546
Q9UKM9,RALY,RNA-binding protein Raly,34.7693,34.4963,34.584,34.5937,34.8043,34.7007
Q9UKN8,GTF3C4,General transcription factor 3C polypeptide 4,26.8125,26.4171,26.6598,26.1889,26.9463,26.6841
Q9UKR5,ERG28,Probable ergosterol biosynthetic protein 28,28.7034,28.7298,24.0782,28.8888,26.3582,28.3223
Q9UKS6,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,32.0715,32.1117,31.9665,31.9066,32.08,32.2731
Q9UKU7,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial",23.6198,25.3684,25.3016,26.7749,26.7965,25.5119
Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,34.6116,34.5295,34.4414,34.3651,34.5295,34.7911
Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR,29.0479,28.49,29.0584,29.6273,29.2515,29.5036
Q9UKV8,AGO2,Protein argonaute-2,28.6404,28.688,26.2402,26.0814,24.8483,25.9695
Q9UKX7,NUP50,Nuclear pore complex protein Nup50,32.5258,32.5485,32.5102,32.9599,33.0381,33.2656
Q9UKY7,CDV3,Protein CDV3 homolog,32.7803,32.7306,33.0357,31.023,31.0469,31.2964
Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,25.5688,24.9988,25.7763,25.1319,25.856,24.1183
Q9UL03,INTS6,Integrator complex subunit 6,24.2016,24.471,25.9732,24.7308,25.7165,26.3824
Q9UL12,SARDH,"Sarcosine dehydrogenase, mitochondrial",30.3769,30.1292,29.9827,31.5351,31.9444,31.0739
Q9UL25,RAB21,Ras-related protein Rab-21,30.1968,29.6002,30.0263,30.0535,30.6932,30.3982
Q9UL40,ZNF346,Zinc finger protein 346,31.2335,31.2283,31.0871,30.3667,30.4284,30.9649
Q9UL46,PSME2,Proteasome activator complex subunit 2,34.2822,34.4316,34.6215,32.0935,32.6095,32.4542
Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,27.7185,31.4857,31.4717,31.639,31.2755,31.6215
Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1,28.3007,28.4641,28.6677,27.2873,27.7119,22.9033
Q9ULC5,ACSL5,Long-chain-fatty-acid--CoA ligase 5,32.3533,32.5109,32.2771,30.758,31.2288,30.8223
Q9ULD2,MTUS1,Microtubule-associated tumor suppressor 1,27.5185,28.0102,28.1496,24.5357,27.3385,27.1766
Q9ULF5,SLC39A10,Zinc transporter ZIP10,23.94,26.4663,25.7306,26.3427,25.8557,26.0586
Q9ULG1,INO80,Chromatin-remodeling ATPase INO80,26.8892,26.4355,25.4571,27.5771,27.2581,27.6826
Q9ULH0,KIDINS220,Kinase D-interacting substrate of 220 kDa,26.5339,26.0525,25.7595,27.7191,26.6423,27.5511
Q9ULH7,MKL2,MKL/myocardin-like protein 2,29.0716,28.9602,29.3679,24.4817,23.5998,24.6716
Q9ULJ3,ZBTB21,Zinc finger and BTB domain-containing protein 21,27.1493,26.2521,26.5946,26.2684,26.009,26.6425
Q9ULJ8,PPP1R9A,Neurabin-1,28.0706,28.324,27.9172,29.1728,29.3267,29.3607
Q9ULM3,YEATS2,YEATS domain-containing protein 2,25.4098,25.4937,27.1321,25.8482,24.8125,24.6205
Q9ULP9,TBC1D24,TBC1 domain family member 24,25.1468,26.2336,26.2015,24.7439,26.7294,25.2468
Q9ULR0,ISY1,Pre-mRNA-splicing factor ISY1 homolog,31.1938,33.5652,31.1481,31.1956,31.1543,31.3972
Q9ULR3,PPM1H,Protein phosphatase 1H,27.1271,28.5655,27.6482,23.8262,28.3522,23.7331
Q9ULU4,ZMYND8,Protein kinase C-binding protein 1,29.9646,30.0985,29.7709,30.855,30.6072,31.0985
Q9ULV3,CIZ1,Cip1-interacting zinc finger protein,27.0438,25.4555,25.5322,28.5378,28.6298,28.8242
Q9ULV4,CORO1C,Coronin-1C,33.6404,33.5335,33.455,33.1834,33.5181,33.3466
Q9ULW0,TPX2,Targeting protein for Xklp2,33.0084,32.9815,32.7348,33.0773,33.0124,33.2667
